name1,name2,accurate,callees_json_bin_total,callees_json_matched,callees_json_non_matched,callees_json_src_total,calls,conditions,constants_json_bin_total,constants_json_matched,constants_json_non_matched,constants_json_src_total,externals,globals,heuristic,loops,recursive,switchs,switchs_json
Curl_sendpipe_head,_curl_easy_setopt_err_ioctl_cb_59,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
fts5ColumnSizeCb,sqlite3_result_text16le,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
MCOperand_setReg,Mips_printInst,0,21,0,21,0,21,281,90,0,90,0,107,0,0,2,1,7,0
Curl_sendf,x509_name_oneline,0,7,0,14,7,0,1,1,0,1,0,0,0,0,1,1,0,1
lookupName,apndDlClose,0,0,0,10,10,10,69,0,0,11,11,11,0,0,8,0,0,1
rtsp_getsock_do,_curl_easy_getinfo_err_curl_tlssesssioninfo_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ftp_parse_url_path,_curl_easy_setopt_err_long_48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ts_open,unixCurrentTime,0,2,0,4,2,0,0,2,0,3,1,0,1,0,0,1,0,1
sqlite3Fts3Optimize,sqlite3ExprListAppendVector,0,5,0,8,3,2,12,1,0,4,3,2,0,0,1,1,0,1
Curl_getconnectinfo,_curl_easy_setopt_err_progress_cb_18,0,0,0,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1
vfstraceCurrentTimeInt64,sqlite3_log,0,2,0,3,1,1,3,0,0,0,0,2,0,0,0,1,0,1
Curl_pipeline_leave_read,_curl_easy_setopt_err_string_57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
client_init_writer,_curl_easy_setopt_err_cb_data_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pageGetCell,SHA3Init,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
vdbePmaReaderIncrInit,nolockIoFinderImpl,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
rtreeCheckTable,nullifFunc,0,2,0,13,11,9,10,0,0,7,7,7,0,0,0,1,0,1
fts5DecodeStructure,sqlite3VdbeFinalize,0,2,0,5,3,1,1,2,0,2,0,0,0,0,0,1,0,1
Curl_strnlen,_curl_easy_setopt_err_curl_off_t_46,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
printMemOffs64,DecodeVSTInstruction.isra.103,0,3,0,4,1,2,19,2,0,2,0,10,0,0,0,1,6,0
totypeAtoF,addToSavepointBitvecs,0,1,0,3,2,1,19,0,0,0,0,0,0,0,12,1,0,1
sqlite3BtreeEof,sqlite3IdListIndex,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,1,0,1
fts5ExprSynonymAdvanceto,strncpy,0,0,0,2,2,2,6,0,0,0,0,0,0,0,1,0,0,1
set_remote_option,fix_hostname,0,4,0,5,1,3,4,2,0,2,0,2,0,0,1,1,6,0
sha256_compress,ossl_connect_common,0,7,0,7,0,7,24,2,0,2,0,2,1,0,4,1,0,1
content_delete,pager_write_changecounter,0,0,0,3,3,3,0,1,0,1,0,0,0,0,0,0,0,1
main,vdbePmaReaderBgIncrInit,0,1,0,16,15,14,18,0,0,16,16,16,0,0,2,0,0,1
curl_mime_data_cb,_curl_easy_setopt_err_curl_httpost_23,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1
glob_set,_curl_easy_setopt_err_debug_cb_113,0,0,0,4,4,4,8,0,0,6,6,6,0,0,1,0,1,0
ftp_state_quote,.curl_multi_perform,0,0,0,6,6,6,11,0,0,3,3,2,1,0,1,0,2,0
lua_gethookcount,luaL_setmetatable,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1
Curl_init_do,_curl_easy_setopt_err_FILE_117,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,1
fts5CsrPoslist,rtreeCreate,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Curl_sasl_cleanup,_curl_easy_setopt_err_long_92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
printBlob,sqlite3_changes,0,0,0,2,2,2,6,0,0,10,10,10,0,0,3,0,0,1
sqlite3_test_control,sqlite3_value_text16be,0,1,0,14,13,12,4,0,0,0,0,0,0,0,0,0,1,0
walIndexHdr,fts3ColumnFilter,0,3,0,3,0,3,12,0,0,0,0,0,0,0,1,1,0,1
lsmReallocOrFreeRc,read,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1
set_login,ftp_statemach_act,0,25,0,26,1,24,59,19,0,21,2,20,0,0,4,1,1,0
btVfsRead,sqlite3Fts3EvalTestDeferred,0,10,0,10,0,10,32,0,0,0,0,0,0,0,3,1,0,1
errline,sqlite3_wal_checkpoint,0,1,0,3,2,1,2,0,0,5,5,5,0,0,2,0,0,1
imap_do,_curl_easy_getinfo_err_long_83,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
sqlite3VdbeSetSql,sqlite3_vfs_unregister,0,1,0,2,1,0,0,0,0,0,0,9,0,0,0,1,0,1
sqlite3AuthContextPush,yyStackOverflow,0,2,0,2,0,2,2,1,0,1,0,1,0,0,1,1,0,1
do_insert_write_hook,vdbePmaWriterFinish,0,1,0,3,2,1,2,0,0,3,3,3,0,0,0,1,0,1
Curl_multi_handlePipeBreak,_curl_easy_setopt_err_cb_data_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Curl_pgrsSetUploadSize,_curl_easy_setopt_err_curl_mimepost_38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
state,_curl_easy_getinfo_err_curl_slist_108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spellfix1DbExec,sqlite3ValueText,0,1,0,6,5,4,2,0,0,0,0,0,0,0,0,1,0,1
fileGetsize,sqlite3ExprAddCollateString,0,3,0,7,4,1,2,0,0,1,1,1,1,0,0,1,0,1
rtreeRename,sqlite3CollapseDatabaseArray,0,1,0,5,4,3,7,0,0,3,3,3,1,0,1,1,0,1
whereClauseInsert,sqlite3GenerateRowIndexDelete,0,4,0,12,8,4,8,0,0,0,0,0,0,0,2,1,0,1
do_test_mt1,.strcmp,0,0,0,5,5,5,1,0,0,2,2,1,1,0,4,0,0,1
tclvarFilter,sqlite3CheckObjectName,0,2,0,4,2,0,2,2,0,3,1,1,0,0,1,1,1,0
do_compile,close,0,0,0,2,2,2,2,0,0,1,1,1,0,0,0,0,0,1
pop3_state_starttls_resp,_curl_easy_setopt_err_write_callback_93,0,0,0,3,3,3,2,0,0,1,1,1,0,0,0,0,0,1
apndDlError,pthreadMutexInit,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
easysrc_perform,_curl_easy_setopt_err_curl_slist_19,0,0,0,2,2,2,10,0,0,3,3,3,0,0,10,0,0,1
output_expected,MD5_Init,0,0,0,2,2,2,3,0,0,2,2,2,0,0,0,0,0,1
Curl_pp_sendf,_curl_easy_setopt_err_CURLSH_101,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1
simpleCreate,.pthread_mutex_trylock,0,0,0,3,3,3,2,0,0,0,0,1,1,0,1,0,0,1
smtp_perform_auth,.OCSP_response_status_str,0,0,0,1,1,1,1,0,0,2,2,1,1,0,0,0,0,1
sqlite3VtabDisconnect,loadExt,0,5,0,6,1,4,4,1,0,1,0,1,0,0,1,1,0,1
removeUnindexableInClauseTerms,sqlite3DbMallocRaw,0,2,0,6,4,2,4,0,0,0,0,0,0,0,2,1,0,1
Curl_add_buffer_send,print_http_error,0,3,0,8,5,2,5,3,0,3,0,3,0,0,2,1,0,1
Curl_conncache_remove_conn,_curl_easy_getinfo_err_curl_certinfo_69,0,0,0,4,4,4,7,0,0,0,0,0,0,0,1,0,0,1
imap_regular_transfer,_curl_easy_getinfo_err_string_103,0,0,0,6,6,6,2,0,0,0,0,0,0,0,0,0,0,1
getcached,luaL_pushresult,0,4,0,4,0,4,1,0,0,0,0,0,0,0,1,1,0,1
valueFromExpr,fixBoundingBox,0,4,0,20,16,12,18,0,0,3,3,2,0,0,1,0,0,1
encoder_qp_read,.bind,0,0,0,3,3,3,6,0,0,1,1,0,0,0,1,0,4,0
memShmLock,sqlite3ExprCollSeq,0,2,0,2,0,2,27,0,0,0,0,0,0,0,1,1,0,1
exprVectorRegister,keyInfoFromExprList,0,2,0,4,2,0,2,0,0,0,0,0,0,0,1,1,0,1
testPrintFUsage,shellAddSchemaName,0,10,0,14,4,6,19,8,0,10,2,6,1,0,1,1,0,1
scrubBackupOverflow,expertColumn,0,2,0,8,6,4,2,0,0,0,0,0,0,0,1,1,0,1
rtp_client_write,_curl_easy_setopt_err_write_callback_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
traceCallback,fts3BinHash,0,0,0,3,3,3,2,0,0,1,1,1,0,0,0,1,0,1
unlinkAsyncFile,accessPayloadChecked,0,2,0,5,3,1,0,0,0,0,0,0,0,0,2,1,0,1
mime_file_seek,_curl_easy_getinfo_err_string_7,0,0,0,2,2,2,4,0,0,0,0,0,0,0,0,0,0,1
test_syscall_uninstall,sqlite3GetCollSeq,0,8,0,10,2,6,17,1,0,1,0,4,1,0,0,1,0,1
file_done,Curl_sendf,0,5,0,5,0,5,6,0,0,0,0,1,0,0,1,1,0,1
_ldap_url_parse,curl_mime_type,0,0,0,3,3,3,1,0,0,0,0,0,0,0,0,0,0,1
mime_open_file,_curl_easy_setopt_err_debug_cb_58,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1
sqlite3Fts3EvalPhraseCleanup,fts3SnippetFunc,0,21,0,25,4,17,80,5,0,5,0,6,0,0,1,1,1,0
ftp_block_statemach,_curl_easy_getinfo_err_curl_off_t_35,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1
pagerWalFrames,deflateEnd,0,0,0,3,3,3,5,0,0,0,0,0,0,0,2,0,0,1
sqlite3SubInt64,.dlsym,0,0,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,1
testCopyLsmdb,whereInfoFree,0,3,0,7,4,1,7,0,0,2,2,2,0,0,2,1,0,1
sqlite3UpsertDup,vdbePmaReadVarint,0,3,0,6,3,0,6,0,0,0,0,0,0,0,1,1,0,1
quoteFunc,resolveP2Values,0,1,0,12,11,10,1,0,0,3,3,2,1,0,2,1,0,0
curl_multi_fdset,_curl_easy_setopt_err_curl_off_t_34,0,0,0,1,1,1,8,0,0,0,0,0,0,0,2,0,0,1
cleanarg,_curl_easy_getinfo_err_curl_certinfo_19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
curl_mvaprintf,_curl_easy_setopt_err_opensocket_cb_72,0,0,0,3,3,3,4,0,0,1,1,1,0,0,0,0,0,1
tclDisconnect,exprAlwaysFalse,0,2,0,3,1,1,3,0,0,0,0,0,0,0,0,1,0,1
sqlite3AlterFinishAddColumn,mkdir,0,0,0,16,16,16,16,0,0,8,8,8,0,0,1,0,0,1
http_output_bearer,_curl_easy_setopt_err_progress_cb_2,0,0,0,2,2,2,1,0,0,1,1,1,0,0,0,0,0,1
stress2_workload3,sqlite3VdbeHalt,0,28,0,28,0,28,122,8,0,8,0,10,0,0,10,1,0,1
multiplexCurrentTimeInt64,statInit,0,4,0,5,1,3,1,0,0,0,0,0,1,0,0,1,0,1
auth_callback,sqlite3_stricmp,0,0,0,1,1,1,1,0,0,38,38,37,0,0,1,1,1,0
Curl_set_dns_interface,_curl_easy_getinfo_err_curl_tlssesssioninfo_89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3WhereContinueLabel,shellModuleSchema,0,6,0,6,0,6,1,1,0,1,0,2,1,0,0,1,0,1
ftp_regular_transfer,fflush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dupset,Curl_sasl_init,0,0,0,6,6,6,5,0,0,0,0,0,0,0,1,0,0,1
Curl_blockread_all,helpf,0,4,0,7,3,1,3,2,0,2,0,2,0,0,1,1,0,1
imap_sendf,_curl_easy_setopt_err_curl_mimepost_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
config_init,.curl_mime_name,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1
Curl_add_buffer_init,_curl_easy_setopt_err_read_cb_116,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3IndexAffinityStr,pagerWriteLargeSector,0,5,0,8,3,2,12,0,0,0,0,1,0,0,1,1,0,1
test_breakpoint,dbpageDisconnect,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
printWithPrefix,dotlockCheckReservedLock,0,1,0,2,1,0,0,0,0,1,1,1,0,0,3,0,0,1
rtreeRename,usleep,0,0,0,4,4,4,1,0,0,3,3,3,1,0,0,0,0,1
memLock,sqlite3VdbeExpandSql,0,12,0,12,0,12,29,8,0,8,0,16,0,0,2,1,0,1
luaO_chunkid,auxsort,0,9,0,12,3,6,10,1,0,9,8,2,0,0,1,1,0,1
pop3_perform_upgrade_tls,_curl_easy_setopt_err_debug_cb_23,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,1
printDstIdx8,DecodeT2MOVTWInstruction.isra.61,0,3,0,5,2,1,3,1,0,2,1,0,0,0,0,1,0,1
luaD_reallocstack,panic,0,3,0,6,3,0,0,1,0,1,0,2,0,0,1,0,0,1
rbuVfsLock,sqlite3MemRealloc,0,3,0,4,1,2,3,1,0,1,0,1,0,0,0,1,0,1
vstatDlClose,expertRowid,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
utf8Charlen,valueFromExpr,0,13,0,14,1,12,38,3,0,3,0,3,0,0,0,1,0,1
imap_sendf,_curl_easy_getinfo_err_long_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
use_http_1_1plus,_curl_easy_getinfo_err_curl_slist_95,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
logUpdateCksum,sqlite3VdbeHalt,0,28,0,29,1,27,121,8,0,8,0,10,0,0,10,1,0,1
getIntFromStmt,sqlite3AuthReadCol,0,2,0,6,4,2,2,4,0,4,0,4,0,0,0,1,0,1
curl_mime_data,_curl_easy_getinfo_err_long_89,0,0,0,4,4,4,5,0,0,0,0,0,0,0,0,0,0,1
rtsp_conncheck,_curl_easy_setopt_err_sockopt_cb_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lsys_unloadlib,lua_version,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
pop3_init,_curl_easy_setopt_err_seek_cb_131,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
exprINAffinity,.access,0,0,0,5,5,5,2,0,0,0,0,1,1,0,1,0,0,1
sqlite3WalHeapMemory,nolockClose,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
lsmMCursorKey,unixAccess,0,3,0,4,1,2,2,1,0,1,0,4,0,0,0,1,0,1
main,.access,0,0,0,16,16,16,23,0,0,21,21,20,0,0,0,0,0,1
idxMalloc,walBusyLock,0,1,0,3,2,1,3,0,0,0,0,0,0,0,1,1,0,1
cookie_hash_domain,_curl_easy_setopt_err_curl_slist_26,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
rbuVfsTruncate,whereLoopInsert,0,9,0,11,2,7,20,1,0,1,0,0,0,0,2,1,0,1
nextToken,sqlite3BtreeSecureDelete,0,2,0,3,1,1,5,0,0,0,0,0,0,0,1,1,0,1
sweeplist,luaO_pushfstring,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,1
sortedBlobFree,checkPtrmap,0,3,0,5,2,1,5,2,0,2,0,2,0,0,0,1,0,1
sqlite3Fts5TermsetAdd,SHA3Final,0,2,0,5,3,1,2,0,0,0,0,0,0,0,1,1,0,1
fts5InitVtab,pthread_join,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1
encoder_qp_read,_curl_easy_setopt_err_curl_mimepost_27,0,0,0,3,3,3,6,0,0,1,1,1,1,0,1,0,4,0
curlx_strdup,ASN1_TIME_print,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
get_url_file_name,UI_OpenSSL,0,0,0,3,3,3,6,0,0,2,2,2,0,0,0,0,0,1
SubstituteFile,sqlite3ExprCacheRemove,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,1
Curl_hash_clean,_curl_easy_setopt_err_curl_mimepost_6,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3DeleteUnlinkIfExists,exprAlwaysFalse,0,2,0,5,3,1,1,0,0,0,0,0,0,0,0,1,0,1
string_concat,isDate,0,15,0,17,2,13,94,18,0,20,2,24,0,0,3,1,1,0
sorter_test_sort4_helper,fts3tokFilterMethod,0,6,0,11,5,1,4,0,0,0,0,0,0,0,2,1,0,1
pop3_block_statemach,_curl_easy_setopt_err_conv_cb_48,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1
easy_perform,_curl_easy_setopt_err_FILE_99,0,0,0,7,7,7,8,0,0,1,1,1,0,0,2,0,0,1
freecookie,_curl_easy_setopt_err_string_2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
suboption,_curl_easy_getinfo_err_curl_slist_48,0,0,0,7,7,7,5,0,0,7,7,7,0,0,1,0,1,0
Symbol_find,statClearPage,0,2,0,2,0,2,4,0,0,0,0,0,0,0,1,1,0,1
state,.inflateInit2_,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
sqlite3CodeVerifyNamedSchema,strcmp,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1,0,0,1
lsmtest_rusage_report,fts3tokBestIndexMethod,0,0,0,3,3,3,5,0,0,1,1,0,0,0,1,1,0,1
HashInit,sqlite3FtsUnicodeIsdiacritic,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,1,0,1
tplt_xfer,sqlite3ExprCacheStore,0,0,0,4,4,4,3,0,0,3,3,3,0,0,1,1,0,1
infoFreelistCb,toggleSelectOrder,0,7,0,8,1,6,2,2,0,5,3,1,0,0,0,1,0,1
sqlite3_context_db_handle,callback,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
infoAppendBlob,jsonObjectStep,0,6,0,8,2,4,3,0,0,2,2,2,0,0,1,1,0,1
printoption,Curl_setstropt,0,0,0,1,1,1,5,0,0,10,10,8,0,0,0,1,0,1
crash_test2,completionBestIndex,0,0,0,15,15,15,8,0,0,4,4,3,0,0,1,1,0,1
sqlite3Fts5AuxInit,sqlite3_realloc,0,2,0,3,1,1,2,0,0,3,3,1,0,0,1,1,0,1
fts5ApiPhraseFirst,sqlite3MatchSpanName,0,1,0,3,2,1,16,0,0,0,0,1,0,0,3,1,0,1
header_append,_curl_easy_getinfo_err_string_39,0,0,0,3,3,3,3,0,0,2,2,2,0,0,0,0,0,1
rbuVfsDelete,strchr,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3BtreeCursor,jsonParseValue,0,1,0,5,4,3,69,4,0,4,0,5,0,0,5,1,0,1
lookupName,deduceDatabaseType,0,7,0,17,10,3,55,3,0,14,11,8,0,0,8,1,0,1
pthreadMutexEnd,sqlite3_result_subtype,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
selectInnerLoop,zipfileComparePath,0,2,0,23,21,19,36,0,0,0,0,0,0,0,5,1,2,0
curl_share_strerror,_curl_easy_setopt_err_curl_off_t_2,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,1,0
test_data_4,sqlite3_expert_analyze,0,22,0,22,0,22,96,30,0,30,0,30,0,0,5,1,0,1
Curl_is_connected,unslashquote,0,0,0,16,16,16,16,0,0,5,5,5,0,0,1,1,0,1
dofilecont,luaS_remove,0,0,0,1,1,1,2,0,0,0,0,0,0,0,1,1,0,1
clearCell,dbpageOpen,0,1,0,10,9,8,10,0,0,0,0,0,0,0,1,1,0,1
lua_setfield,luaK_setreturns,0,1,0,3,2,1,2,4,0,4,0,0,0,0,0,1,0,1
readerAtEnd,setDateTimeToCurrent,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,1
sqlite3GetFuncCollSeq,pragmaVtabCursorClear,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
pop3_init,_curl_easy_setopt_err_resolver_start_callback_26,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
Curl_set_dns_local_ip4,_curl_easy_setopt_err_curl_slist_107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hexDigitValue,sqlite3MemCompare,0,2,0,2,0,2,9,0,0,0,0,0,0,0,0,1,0,1
lsmFsDbPageGet,sqlite3_create_collation_v2,0,2,0,3,1,1,4,0,0,0,0,5,0,0,0,1,0,1
addHandleToPipeline,_curl_easy_setopt_err_debug_cb_3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
freednsentry,_curl_easy_getinfo_err_long_36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
printoption,_curl_easy_setopt_err_CURLSH_95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts3EvalGatherStats,pageInsertArray,0,4,0,11,7,3,1,0,0,0,0,0,0,0,4,1,0,1
integrityCheckResultRow,sqlite3ExprAlloc,0,5,0,9,4,1,13,1,0,1,0,1,0,0,0,1,0,1
imap_do,_curl_easy_setopt_err_curl_httpost_91,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1
rbuVfsDlError,import_append_char,0,2,0,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1
pop3_multi_statemach,_curl_easy_getinfo_err_double_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
imap_matchresp,fsetxattr,0,0,0,3,3,3,8,0,0,0,0,0,0,0,1,0,0,1
main,.__ctype_b_loc,0,0,0,10,10,10,3,0,0,2,2,1,1,0,0,0,0,1
Sqlite_Unload,idxCreateFromWhere,0,1,0,1,0,1,18,0,0,0,0,0,0,0,2,1,0,1
curl_easy_recv,_curl_easy_setopt_err_opensocket_cb_105,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,1
Curl_mk_dnscache,_curl_easy_setopt_err_opensocket_cb_68,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Curl_connect_complete,_curl_easy_setopt_err_read_cb_65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sql_close,sqlite3PagerOpenWal,0,1,0,4,3,2,8,0,0,0,0,0,0,0,0,1,0,1
getAndInitPage,zipfileSerializeLFH,0,1,0,8,7,6,8,0,0,0,0,0,0,0,0,0,0,1
sqlite3_open,multiSelectCollSeq,0,1,0,2,1,0,3,0,0,0,0,0,0,0,0,1,0,1
test,cs_snprintf,0,1,0,9,8,7,0,0,0,12,12,11,1,0,2,1,0,1
io_noclose,fieldsel,0,5,0,8,3,2,1,0,0,0,0,0,0,0,0,1,0,1
fsReadData,sqlite3_result_error16,0,1,0,6,5,4,3,0,0,0,0,0,0,0,0,0,0,1
printsub,_curl_easy_getinfo_err_curl_socket_120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pcache1PinPage,walIndexReadHdr,0,15,0,15,0,15,52,7,0,7,0,3,0,0,1,1,0,1
sh_freeentry,_curl_easy_setopt_err_conv_cb_119,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
test_isolation,zipfileTableErr,0,3,0,6,3,0,2,0,0,0,0,0,0,0,0,1,0,1
FindStates,fts3AppendToNode,0,3,0,3,0,3,12,0,0,0,0,0,0,0,4,1,0,1
selectAddSubqueryTypeInfo,interrupt_handler,0,2,0,3,1,1,0,0,0,0,0,2,0,0,2,1,0,1
glob_cleanup,_curl_easy_setopt_err_opensocket_cb_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3VtabCallCreate,sqlite3ExprCodeAtInit,0,3,0,10,7,4,3,0,0,1,1,1,0,0,1,1,0,1
parsedate,_curl_easy_setopt_err_debug_cb_59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
callhook,io_tmpfile,0,3,0,4,1,2,1,0,0,0,0,0,0,0,0,1,0,1
inmemWrite,sqlite3SchemaGet,0,3,0,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1
pop3_perform_quit,_curl_easy_getinfo_err_curl_slist_49,0,0,0,2,2,2,1,0,0,2,2,2,0,0,0,0,0,1
Curl_is_in_callback,pop3_connect,0,6,0,6,0,6,1,1,0,1,0,1,0,0,0,1,0,1
Curl_http,Curl_ssl_kill_session,0,1,0,50,49,48,185,0,0,72,72,70,0,0,13,1,5,0
whereIndexExprTransNode,dump_callback,0,22,0,23,1,21,34,18,0,18,0,24,0,0,4,1,0,1
win32_init,Curl_resolv_timeout,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1
ftp_connect,_curl_easy_setopt_err_read_cb_111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fts5SegIterNext,sqlite3_backup_init,0,5,0,5,0,5,9,2,0,2,0,7,0,0,0,1,0,1
sqlite3_quota_fwrite,readMasterJournal,0,2,0,7,5,3,4,0,0,0,0,1,0,0,1,1,0,1
expertOpen,sqlite3ExprListSetName,0,2,0,3,1,1,2,0,0,0,0,0,0,0,0,1,0,1
Curl_pipeline_site_blacklisted,_curl_easy_setopt_err_FILE_121,0,0,0,3,3,3,4,0,0,1,1,1,0,0,1,0,0,1
smtp_regular_transfer,_curl_easy_setopt_err_write_callback_50,0,0,0,6,6,6,2,0,0,0,0,0,0,0,0,0,0,1
Curl_pp_moredata,_curl_easy_setopt_err_long_97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sqlite3SelectExprHeight,m_gt_1,0,2,0,3,1,1,7,0,0,0,0,0,0,0,4,1,0,1
lua_getlocal,boxgc,0,1,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,1
operate_do,_curl_easy_getinfo_err_long_86,0,0,0,58,58,58,324,0,0,264,264,239,0,0,222,0,2,0
sqlite3Pow10,nolockCheckReservedLock,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1
Curl_cookie_add,_curl_easy_setopt_err_postfields_28,0,0,0,26,26,26,105,0,0,24,24,24,0,0,9,0,1,0
treeKeycmp,sqlite3_prepare,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
optimizeFunc,vdbeCompareMemString,0,4,0,30,26,22,6,0,0,5,5,1,0,0,3,1,0,1
fuzzerEof,wherePathSolver,0,9,0,9,0,9,71,1,0,1,0,2,0,0,4,1,0,1
simpleCreate,sqlite3BinaryCompareCollSeq,0,1,0,5,4,3,1,0,0,0,0,0,0,0,2,1,0,1
State_insert,impliesNotNullRow,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1,0,1
freedirs,_curl_easy_getinfo_err_long,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1
sqlite3BtreeGetAutoVacuum,sqlite3Fts3GetVarint,0,0,0,2,2,2,6,1,0,1,0,0,0,0,1,1,0,1
sqlite3_schema_init,run_schema_dump_query,0,8,0,9,1,7,6,4,0,5,1,3,1,0,1,1,0,1
curl_mime_filedata,_curl_easy_setopt_err_ioctl_cb_120,0,0,0,5,5,5,9,0,0,0,0,0,0,0,0,0,0,1
free_config_fields,_curl_easy_setopt_err_curl_mimepost_13,0,0,0,2,2,2,4,0,0,0,0,0,0,0,2,0,0,1
